id,osm_id,name,number,street,postal_code,city,country,country_code,status,lat,lon,website,phone,fax,email,year,stats,tags,description,wikidata,museofile,mhs
2126501,480527098,Musée Noisot,,Rue de la Perrière,21220,Fixin,France,fr,open,47.245420300000006,4.9624034254665155,,,,,2003,payant:415;gratuit:1225;total:1640;label-date:01/02/2003,label:musee de france,,,,
2125401,,Musée des Arts et Traditions des Hautes-Côtes,,,,GEVREY-CHAMBERTIN - Reulle Vergy,France,fr,open,,,,,,,2003,payant:654;gratuit:159;total:813;label-date:01/02/2003,label:musee de france,,,,
7101402,2380355755,Musée Rolin,,Place Saint-Louis,71400,Autun,France,fr,open,46.9456553,4.2993665,,,,,2003,payant:16932;gratuit:4595;total:21527;label-date:01/02/2003,label:musee de france,,,,
7127501,2690539792,Musée de la Tour du Moulin,9,Rue de la Tour du Moulin,71110,Marcigny,France,fr,open,46.274612,4.0431847,,,,,2003,payant:1152;gratuit:585;total:1737;label-date:01/02/2003,label:musee de france,,,,
7134202,2430526351,Musée Paul Charnoz - Céramique d'Art,,Avenue de la Gare,71600,Paray-le-Monial,France,fr,closed,46.4480468,4.112514,http://www.musee-carrelage-charnoz.org,+33 3 85 81 40 80,,,2003,payant:0;gratuit:0;total:;label-date:01/02/2003,label:musee de france,,Q30282263,,
7156601,1840508168,Maison du Blé et du Pain,,Rue des Jardins,71350,Verdun-sur-le-Doubs,France,fr,open,46.8987867,5.0226253,,,,,2003,payant:4633;gratuit:837;total:5470;label-date:01/02/2003,label:musee de france,,,,
8902501,3050054378,Musée de l'Avallonnais Jean Després,5,Rue du Collège,89200,Avallon,France,fr,open,47.4869881,3.9065509,,,,,2003,payant:0;gratuit:2547;total:2547;label-date:01/02/2003,label:musee de france,,,,
8927901,,Musée des Arts Naïfs et Populaires de Noyers sur Serein,,,,NOYERS-SUR-SEREIN,France,fr,open,,,,,,,2003,payant:1780;gratuit:991;total:2771;label-date:01/02/2003,label:musee de france,,,,
2205001,95903744,Musée du Château de Dinan,,Promenade des Petits Fossés,22100,Dinan,France,fr,open,48.450287599999996,-2.0449255728476867,,,,,2003,payant:23958;gratuit:6946;total:30904;label-date:01/02/2003,label:musee de france,,,,
2915501,,Ecomusée d'Ouessant - Vivre sur une Ile,,,,OUESSANT,France,fr,open,,,,,,,2003,payant:14374;gratuit:0;total:14374;label-date:01/02/2003,label:musee de france,,,,
2921701,84081121,Musée de Pont-Aven,,Rue Louis Lomenech,29930,Pont-Aven,France,fr,open,47.8550965,-3.746406090032833,,,,,2003,payant:108110;gratuit:5031;total:113141;label-date:01/02/2003,label:musee de france,,,,
3518801,187066533,Groupe Scolaire Publique du Pays Pourpré,,,35160,Montfort-sur-Meu,France,fr,open,48.138191250000006,-1.9603132440564033,,,,,2003,payant:2685;gratuit:1275;total:3960;label-date:01/02/2003,label:musee de france,,,,
3523803,178814913,Ecomusée du Pays de Rennes,,Route de Châtillon-Sur-Seiche,35230,Noyal-Châtillon-sur-Seiche,France,fr,open,48.07772335,-1.6663543566452403,,,,,2003,payant:24213;gratuit:10807;total:35020;label-date:01/02/2003,label:musee de france,,,,
3523802,30437810,Musée des Beaux-Arts,20,Quai Émile Zola,35000,Rennes,France,fr,open,48.1096227,-1.6749412386363636,,,,,2003,payant:18964;gratuit:37864;total:56828;label-date:06/01/2002,label:musee de france,,,,
1803303,64604953,Musée du Berry,4,Rue des Arènes,18000,Bourges,France,fr,open,47.085300149999995,2.39267207904075,,,,,2003,payant:0;gratuit:19078;total:19078;label-date:01/02/2003,label:musee de france,,,,
1803306,6604772585,Musée des Meilleurs Ouvriers de France,,Place Étienne Dolet,18000,Bourges,France,fr,open,47.0814193,2.3993842,,,,,2003,payant:0;gratuit:18124;total:18124;label-date:01/02/2003,label:musee de france,,,,
1805701,5602450107,Musée Emile Chénon,,Rue de la Victoire,18370,Châteaumeillant,France,fr,open,46.5613145,2.1964279,,,,,2003,payant:949;gratuit:1301;total:2250;label-date:01/02/2003,label:musee de france,,,,
2805101,290571187,Musée de l'Homme de Néandertal,,D 144,19120,La Chapelle-aux-Saints,France,fr,closed,44.98183915,1.7134623841845142,,,,,2003,payant:0;gratuit:0;total:;label-date:01/02/2003,label:musee de france,,,,
2808502,276905,Chartres,,,28000,Chartres,France,fr,open,48.4438601,1.4881434,https://www.ville-chartres.fr/,,,,2003,payant:0;gratuit:14344;total:14344;label-date:01/02/2003,label:musee de france,,Q130272,,
2819601,2288529939,Musée Marcel Proust,,Rue des Trois Maries,28120,Illiers-Combray,France,fr,open,48.2996594,1.2430508,,,,,2003,payant:4009;gratuit:616;total:4625;label-date:01/02/2003,label:musee de france,,,,
2836301,7659392646,Musée Farcot,,Rue de la Porte d'Étampes,28700,Sainville,France,fr,closed,48.4154704,1.8793028,,,,,2003,payant:0;gratuit:0;total:;label-date:01/02/2003,label:musee de france,,,,
3604401,,Musées de Châteauroux - Hôtel Bertrand,,,,CHATEAUROUX,France,fr,open,,,,,,,2003,payant:0;gratuit:13045;total:13045;label-date:01/02/2003,label:musee de france,,,,
3724101,,Musée du Savignéen,,,,SAVIGNE-SUR-LATHAN,France,fr,open,,,,,,,2003,payant:1716;gratuit:245;total:1961;label-date:01/02/2003,label:musee de france,,,,
3726104,969140682,Musée des Vins de Touraine,16,Jardin du Musée des Vins de Touraine,37010,Tours,France,fr,open,47.3958548,0.6869467,,,,,2003,payant:2760;gratuit:2264;total:5024;label-date:01/02/2003,label:musee de france,,,,
4101801,7170311044,Château Musées de Blois,,Petits Degrés du Château,41000,Blois,France,fr,open,47.5857788,1.3313739,,,,,2003,payant:230396;gratuit:29830;total:260226;label-date:01/02/2003,label:musee de france,,,,
4515501,211497871,Faïencerie de Gien,,Rue de la Fabrique,45500,Gien,France,fr,open,47.688558650000004,2.6211297937493194,,,,,2003,payant:20293;gratuit:3938;total:24231;label-date:01/02/2003,label:musee de france,,,,
4520802,95074878,Musée Girodet,2,Rue du Faubourg de la Chaussée,45200,Montargis,France,fr,open,47.997254999999996,2.7365194242424016,,,,,2003,payant:826;gratuit:1639;total:2465;label-date:27/12/2002,label:musee de france,,,,
4523401,367781410,French Cable Station Museum,41,South Orleans Road,02653,Orleans,United States,us,open,41.7878404,-69.987513,,,,,2003,payant:6886;gratuit:59585;total:66471;label-date:06/01/2002,label:musee de france,,Q5501700,,
1038702,73124719,Musée d'Art Moderne (Ancien Évêché),,Rue de la Crosse,10000,Troyes,France,fr,open,48.29995,4.082291342005172,http://www.musees-troyes.com/536-musee-d-art-moderne.htm,+333 25 76 26 80,,musart@ville-troyes.fr,2003,payant:0;gratuit:0;total:;label-date:01/02/2003,label:musee de france;label:monuments-historiques;type:monument-historique,,Q22915413,,PA00078262
1038701,73123253,Musée Saint-Loup (ancienne Abbaye Saint-Loup),61,Rue de la Cité,10000,Troyes,France,fr,open,48.3007334,4.080420707848399,http://www.musees-troyes.com/539-presentation-du-musee-saint-loup.htm,+333 25 42 20 09,,musart@ville-troyes.fr,2003,payant:0;gratuit:0;total:;label-date:01/02/2003,label:musee de france;label:monuments-historiques;type:monument-historique,,Q2820396,,PA00078248
5226902,489598272,Musée d'Art et d'Histoire Guy Baillet,,Rue de la Coutellerie,52200,Langres,France,fr,open,47.8646223,5.333331557244431,http://www.musees-langres.fr,+33 3 25 86 86 86,,,2003,payant:4211;gratuit:5337;total:9548;label-date:01/02/2003,label:musee de france;label:monuments-historiques;type:monument-historique,,Q22985193,M0321,PA00079095
5226901,489598272,Musée d'Art et d'Histoire Guy Baillet,,Rue de la Coutellerie,52200,Langres,France,fr,closed,47.8646223,5.333331557244431,http://www.musees-langres.fr,+33 3 25 86 86 86,,,2003,payant:0;gratuit:0;total:;label-date:01/02/2003,label:musee de france;label:monuments-historiques;type:monument-historique,,Q22985193,M0321,PA00079095
5244801,65662699,Musée,,Allée Jean-François Lescuyer,52100,Saint-Dizier,France,fr,open,48.63793305,4.948117698073352,,,,,2003,payant:0;gratuit:3846;total:3846;label-date:01/02/2003,label:musee de france,,,,
5110801,323588585,Musée Municipal,,Place Godart,51000,Châlons-en-Champagne,France,fr,open,48.9564601,4.3638072,,,,,2003,payant:587;gratuit:8659;total:9246;label-date:01/02/2003,label:musee de france,,,,
5110803,2260860300,Musée Garinet,13,Rue Pasteur,51000,Châlons-en-Champagne,France,fr,open,48.9558943,4.3664214,,,,,2003,payant:271;gratuit:816;total:1087;label-date:01/02/2003,label:musee de france,,,,
5123001,183978059,Musée de l'Ours des Cavernes,,D 45,73670,Entremont-le-Vieux,France,fr,closed,45.451615000000004,5.882174889178614,,,,,2003,payant:0;gratuit:0;total:;label-date:01/02/2003,label:musee de france,,,,
2A00401,66274796,Musée Fesch,50-52,Rue Cardinal Fesch,20000,Ajaccio,France,fr,closed,41.9218958,8.738913555286306,http://www.musee-fesch.com,+33 4 95 26 26 26,,,2003,payant:0;gratuit:0;total:;label-date:01/02/2003,label:musee de france,,Q2483597,M0324,
2505605,6354947603,Musée de la résistance et de la Déportation,,Chemin de Ronde de la Citadelle,25000,Besançon,France,fr,open,47.2290324,6.0349109,,,,,2003,payant:61978;gratuit:7936;total:69914;label-date:01/02/2003,label:musee de france,,,,
7031101,6330861575,Musée de la Tour des Echevins,,Rue de la Tour,70300,Luxeuil-les-Bains,France,fr,open,47.8178096,6.3803395,,,,,2003,payant:1950;gratuit:479;total:2429;label-date:01/02/2003,label:musee de france,,,,
3909701,847296482,Museo Regionale di Scienze Naturali,,Frazione Luboz,11018,Saint-Pierre,Italia,it,open,45.7102452,7.2269227,http://www.museoscienze.it/,,,,2003,payant:1269;gratuit:0;total:1269;label-date:01/02/2003,label:musee de france,,Q3868455,,
3936801,486032307,Viséum-Musée de la Lunette,,Place Jean Jaurès,39400,Morez,France,fr,open,46.5205705,6.0226517,,,,,2003,payant:9913;gratuit:4696;total:14609;label-date:26/05/2002,label:musee de france,,,,
9000901,203596883,Musée Frédéric Japy,,Rue des Aiges,25230,Vandoncourt,France,fr,open,47.469297499999996,6.90605967289238,,,,,2003,payant:3635;gratuit:0;total:3635;label-date:01/02/2003,label:musee de france,,,,
9711201,6042462812,Ecomusée de Marie-Galante,,Route de Grand-Bourg à Capesterre,97140,Grand-Bourg,France,fr,closed,15.8784483,-61.2995603,,,,,2003,payant:0;gratuit:0;total:;label-date:01/02/2003,label:musee de france,,,,
9712001,65841412,Musée Saint-John Perse,,Rue Nozières,97110,Pointe-à-Pitre,France,fr,open,16.2364273,-61.53584126806761,,+590 105178,,,2003,payant:4357;gratuit:300;total:4657;label-date:12/12/2002,label:musee de france;label:monuments-historiques;type:monument-historique,,Q3329337,M1062,PA00105868
9111401,48359053,Musée Robert Dubois-Corneau,,Rue de la Glacière,91800,Brunoy,France,fr,open,48.7003494,2.5007316063279736,http://www.ville-brunoy.fr/Brunoy.asp?idpage=3503,,,,2003,payant:340;gratuit:1796;total:2136;label-date:01/02/2003,label:musee de france,,Q3329327,,
9201201,,Musée des Années Trente,,,,BOULOGNE-BILLANCOURT,France,fr,open,,,,,,,2003,payant:15541;gratuit:4843;total:20384;label-date:01/02/2003,label:musee de france,,,,
9202501,79575406,Musée d'Art et d'Histoire,,Place du Général Leclerc,92700,Colombes,France,fr,open,48.9234139,2.2520804122623574,https://www.colombes.fr/patrimoine-historique/decouvrez-le-musee-dart-et-dhistoire-745.html,+33147863885,,,2003,payant:0;gratuit:3572;total:3572;label-date:01/02/2003,label:musee de france,,,,
9202601,82241201,Musée Roybet Fould,178,Boulevard Saint-Denis,92400,Courbevoie,France,fr,open,48.90043675,2.2718533501517357,,,,,2003,payant:0;gratuit:10112;total:10112;label-date:01/02/2003,label:musee de france,,,,
9204802,,Musée - Atelier Rodin (Annexe du musée de Paris),,,,MEUDON,France,fr,open,,,,,,,2003,payant:2707;gratuit:2116;total:4823;label-date:06/01/2002,label:musee de france,,,,
9205101,82241201,Musée Roybet Fould,178,Boulevard Saint-Denis,92400,Courbevoie,France,fr,open,48.90043675,2.2718533501517357,,+33 1 71 05 77 92,,,2003,payant:5842;gratuit:7541;total:13383;label-date:01/02/2003,label:musee de france;label:monuments-historiques;type:monument-historique,,Q22924332,,PA00088106
9206303,,Musée d'Histoire Locale - Mémoire de la Ville,,,,RUEIL-MALMAISON,France,fr,open,,,,,,,2003,payant:0;gratuit:0;total:;label-date:01/02/2003,label:musee de france,,,,
9206301,2703428029,Atelier Grognard,,Avenue du Château de la Malmaison,92500,Rueil-Malmaison,France,fr,open,48.8737321,2.1687097,http://www.mairie-rueilmalmaison.fr/rueil-pratique/culture-tourisme/atelier-grognard,+33147141163;+33147323575,,expositions.ateliergrognard@mairie-rueilmalmaison.fr,2003,payant:40241;gratuit:25705;total:65946;label-date:06/01/2002,label:musee de france,,,,
7510508,7444,Paris,,,,Paris,France,fr,open,48.8566969,2.3514616,http://www.paris.fr,,,,2003,payant:146371;gratuit:54815;total:201186;label-date:06/01/2002,label:musee de france,,Q90,,
7510701,130102845,Musée de l'Armée,129,Rue de Grenelle,75007,Paris,France,fr,open,48.8570374,2.3118779,,,,,2003,payant:590658;gratuit:399992;total:990650;label-date:06/01/2002,label:musee de france,,,,
7510706,895871273,Musée National de la Légion d'Honneur et des Ordres de Chevalerie,,Rue de la Légion d'Honneur,75007,Paris,France,fr,closed,48.8602845,2.3247488,,,,,2003,payant:0;gratuit:0;total:;label-date:06/01/2002,label:musee de france,,,,
7510902,1336873192,Musée de la Franc-Maçonnerie,16,Rue Cadet,75009,Paris,France,fr,open,48.8749151,2.3431481,,,,,2003,payant:8000;gratuit:1000;total:9000;label-date:01/02/2003,label:musee de france,,,,
7510107,,Musée de la Mode et du Textile (Union Centrale des Arts Décoratifs),,,,PARIS,France,fr,open,,,,,,,2003,payant:0;gratuit:0;total:;label-date:06/01/2002,label:musee de france,,,,
7511201,,Musée des Arts d'Afrique et d'Océanie (MAAO),,,,PARIS,France,fr,open,,,,,,,2003,payant:121885;gratuit:81602;total:203487;label-date:06/01/2002,label:musee de france,,,,
7510301,156973373,Musée de la Chasse et de la Nature,62,Rue des Archives,75003,Paris,France,fr,open,48.86125555,2.358782698354484,,,,,2003,payant:13005;gratuit:1995;total:15000;label-date:01/02/2003,label:musee de france,,,,
7510609,5918699678,Le Musée,,Rue Joliot-Curie,91190,Le Moulon,France,fr,open,48.7094092,2.1666145,,,,,2003,payant:31473;gratuit:3700;total:35173;label-date:06/01/2002,label:musee de france,,,,
7511504,993828548,Musée de la Poste,,Boulevard de Vaugirard,75015,Paris,France,fr,open,48.8414574,2.3172246,,,,,2003,payant:22183;gratuit:19687;total:41870;label-date:06/01/2002,label:musee de france,,,,
7728501,113476860,Musée Henri Chapu,937,Rue Chapu,77350,Le Mée-sur-Seine,France,fr,open,48.5347515,2.6353415808823537,,,,,2003,payant:0;gratuit:785;total:785;label-date:01/02/2003,label:musee de france,,,,
7731601,126120236,Musée Municipal,4,Place de Samois,,Moret-Loing-et-Orvanne,France,fr,open,48.373796,2.8149875,,,,,2003,payant:0;gratuit:0;total:;label-date:01/02/2003,label:musee de france,,,,
9304801,4247776290,Musée de l'Histoire Vivante,31,Boulevard Théophile Sueur,93100,Bobigny,France,fr,open,48.8660128,2.4718198,,,,,2003,payant:2299;gratuit:0;total:2299;label-date:01/02/2003,label:musee de france,,,,
